RegionName,datesubstr,ZHVI_sfr,ZHVI_all,ZHVI_1br,ZHVI_2br,ZHVI_3br,ZHVI_4br,ZHVI_5br,ZHVI_con,ZHVI_sfr_CL,ZHVI_all_CL,ZHVI_1br_CL,ZHVI_2br_CL,ZHVI_3br_CL,ZHVI_4br_CL,ZHVI_5br_CL,ZHVI_con_CL
08620,2007-03,438849.1246159147,438846.9363798244,,356884.0143803923,408298.0268942114,491413.20059648564,,,442644.81181804696,443819.86300321174,,413703.126462814,356178.85474188515,476399.71002230677,555330.8485844795,374488.0387535124
08620,2007-04,437310.6017988602,437309.2497613317,,356713.80094378965,406561.04181921517,489929.928351499,,,442696.4045400666,443874.6211635454,,411129.74642297573,356932.5951628915,476024.5745481737,552828.5599860761,373779.09403457574
08620,2007-05,434438.8071032227,434428.0285023711,,356297.4161812319,403272.0888175227,486725.6724836934,,,440960.62954730523,442180.3928567949,,408561.79588974867,356503.4183138276,473914.48793780594,548222.1549606344,372893.376322635
08620,2007-06,432516.6444410171,432493.8818463166,,356579.2137030459,401174.5251585809,484388.3552344885,,,439320.7193845401,440572.17741959234,,407020.52976069046,355871.505870955,471723.09402185405,543803.102797784,371990.07656397956
08620,2007-07,429994.2783641009,429954.9024532645,,355978.01805759367,398676.3501573888,481138.2050300649,,,438067.124229055,439336.75954943104,,406941.9492696217,355399.6776635593,470327.6320286128,540163.495514517,371139.15763129963
08620,2007-08,428156.19291317154,428104.480528174,,354251.9171537294,397309.7513929673,478956.17265808425,,,436362.8416884247,437653.59113929776,,405079.93448480905,354668.43717442796,469633.1450608495,539690.1060428483,370348.3945542084
08620,2007-09,424322.6878427975,424259.9341004026,,349478.6623885306,393684.9097465637,474030.55521048664,,,432851.4831056831,434154.9262372833,,399812.5190311968,352709.9466721873,467616.160165779,539008.720979467,367871.40951667615
08620,2007-10,421631.68832158047,421566.0951077226,,344601.502919992,391298.2569557359,469481.3396317655,,,429465.40734372474,430782.2690575949,,394440.97165625525,350455.4749695568,465544.1898703679,538252.267180378,365756.54494772514
08620,2007-11,417536.15926755365,417479.58035485534,,338825.77678397123,387460.35367836,462683.0574769291,,,424411.2017013176,425713.69440899824,,388079.0382341733,346464.1449792367,460716.2556153296,532784.3090736667,361913.53709726187
08620,2007-12,414601.50413560227,414558.18885615165,,335084.5712643623,384847.6168895365,457946.38901402033,,,419425.5259993858,420721.7723112591,,382642.86916552106,342174.5184592263,456194.32746388874,527388.9244073798,358481.9683882194
08620,2008-01,411417.38349935174,411386.21224285173,,331834.98918491,381745.64666629274,453349.07161721087,,,413080.6722008393,414361.6842160227,,374982.49232698267,336539.81190857344,450727.6370186597,521558.5722622793,353785.2829612835
08620,2008-02,409475.40108783875,409454.0280864039,,331390.42723334435,379513.1464556532,450931.60657473194,,,407570.4780597843,408831.35876605846,,368250.77398662496,331260.61529397324,446281.18393463164,516738.81953846343,348880.7804018274
08620,2008-03,407357.0377544786,407343.642821428,,331891.30232967023,376879.8827599388,448999.7249683454,,,402482.0560049386,403638.3472189729,,361726.6645218529,326158.11573899473,441991.9094022795,511741.0889482487,342612.3579695152
08620,2008-04,404921.500911425,404913.6945222704,,332051.79836053774,373869.2414267087,447338.3810175629,,,397867.71192281664,398905.52127133746,,357491.90677148435,321732.30089091626,437395.6934976212,505622.5315507866,336503.1138902387
08620,2008-05,399151.30765071476,399145.99591853074,,329092.0397474393,368047.7608276781,442192.0417285829,,,391068.1368584954,392026.2654784849,,349381.489613602,315961.480540568,430047.1534509053,496189.0063413482,330026.26175613864
08620,2008-06,391104.5598409129,391099.5539858336,,323658.8768120092,360529.5977965392,433948.268095656,,,383364.5322485373,384322.45397328876,,339754.7586403928,309927.13802431955,420942.8559248888,484017.2995202408,324148.9119734512
08620,2008-07,384743.1107950472,384736.86051240127,,319752.8847583177,354655.94123645965,427342.3215513458,,,378251.5723246824,379243.79957334447,,330744.225359848,305874.50724635005,415133.2259509939,475755.4009054474,320650.33909272513
08620,2008-08,381761.8434689292,381754.3638393178,,317257.6350482407,351803.9747303831,424574.06141131493,,,375349.45513450867,376347.0492199645,,325703.75532411144,303033.6187328362,412487.6468338885,470880.28393352707,317819.9220040762
08620,2008-09,378264.7437876646,378255.62775722926,,313418.1925682683,348510.514779957,421258.4503106791,,,370493.3513063971,371501.5216272629,,319130.19332854747,297772.58300776366,409009.0856236945,466027.5625931948,313513.5142979399
08620,2008-10,377758.2200275953,377715.3642064909,,311187.61663908866,348240.4442476186,421021.8007610796,,,367646.5291556099,368613.2376558718,,316326.10253182816,294487.3893405778,407449.61009877897,462524.97445333423,309760.84817254316
08620,2008-11,381026.4113842692,380930.4868071905,,311982.135425443,351604.9964930955,424800.64869259467,,,366744.0391731558,367551.4340315497,,314802.85190395586,293049.6752048058,408674.9651431904,462935.82104421454,306309.12468366657
08620,2008-12,381714.83007396536,381562.5568844367,,310418.8071324626,352532.0253414758,425722.4852840793,,,363197.4030898945,363852.4778217085,,312640.11117059545,290333.1903357443,405914.7254936319,458086.24256740906,301441.5863679174
08620,2009-01,379604.6105456897,379425.5980968136,,308167.19090876257,350391.34984266554,423594.4861810529,,,356468.6028471026,357017.8952174198,,305919.32810416643,285061.69369963283,399684.34148223914,449274.8714370462,296115.4991505524
08620,2009-02,376684.90626001277,376498.4812125306,,305914.817360057,347352.61501704686,420113.0252139112,,,350559.09741688834,351111.89496712753,,300420.22660927643,280979.32521623006,392867.22809282475,438651.17115695216,292735.78012969444
08620,2009-03,373635.13469953404,373446.0743758359,,303630.3575676316,344239.5000316114,416456.23220500635,,,343548.3930136719,344113.4464505791,,294346.74593306455,275779.38583082915,385041.1215652785,427446.98437954107,289226.66625882755
08620,2009-04,369047.24047383957,368863.1826846858,,299369.93343382375,340254.44907820557,410940.2836894027,,,335507.3026819379,336064.7544911226,,288952.4669360638,269462.29422139557,375548.29996847885,415175.8021078934,283695.1297273988
08620,2009-05,365295.34392911143,365110.7958841567,,295001.9512489408,337022.78775226464,406191.21161771484,,,329235.3261002209,329790.119590804,,284488.04727992514,264001.2027286387,369029.25674686534,407619.9392226528,279205.83640091156
08620,2009-06,360750.4293405404,360556.37784520385,,289104.7980066751,333513.21836430405,400196.57135154435,,,324344.56870496843,324855.0884087363,,280031.26018637227,259500.57193203268,365356.38500787993,404856.9125547015,274086.0450517102
08620,2009-07,359518.20887775207,359310.0502024692,,285699.28833756404,333178.8969865786,397522.44325727527,,,322109.44998577976,322519.51504240884,,274402.06301857205,256968.61243097956,366542.15650624613,407794.24197635165,270107.17266689934
08620,2009-08,357392.9658889404,357176.34864957916,,281911.941299429,332324.82519155025,393911.78731269896,,,318026.2292953314,318340.621994749,,265647.40643914085,252931.372833193,365140.6843102399,409661.3369436887,265222.11588155857
08620,2009-09,355485.755973075,355271.91479684954,,279617.60001716873,331206.6597664953,391093.14920019486,,,312679.3620912706,312880.09265110915,,256907.60926812957,248450.05778579693,361098.06675563595,406603.61548361497,258544.00525681124
08620,2009-10,353778.50208738755,353569.5579324451,,278604.18088292895,329962.2899013929,388857.65280792903,,,307356.72080115316,307554.8454998343,,251072.09947241485,244270.3423666147,354814.96617551957,401194.75207898585,253522.3504099136
08620,2009-11,351886.2875152094,351679.85746214096,,278701.06200993626,328493.4407577547,386626.6663461857,,,302285.58118935354,302509.02542307205,,248632.57351061844,241161.74485312033,348063.1828940958,393617.56704816455,249893.62741210544
08620,2009-12,352005.966218738,351796.15669681464,,280545.9881435438,329253.91230232606,385920.50702944695,,,297625.71016626514,297945.5545630902,,246329.24846076575,238181.7974320077,341925.7193798712,385346.8066525542,248070.41431509273
08620,2010-01,352538.99811134953,352324.9516730816,,281586.7397246618,330623.6039544279,386258.7711691918,,,293824.53201545496,294211.6963695087,,244749.8599101181,235994.07050372002,337589.0205802684,378043.7078866623,246064.33604365986
08620,2010-02,354512.5424377126,354287.87783931015,,282358.82703961997,333545.28713786823,387743.0324431273,,,292725.0625547743,293146.0456964964,,243597.37578364185,235281.0111739022,336959.1905625456,373998.6438135591,245010.95576328598
08620,2010-03,356500.6708164283,356263.6235762089,,282474.12415843486,336338.3290988132,389635.4421421347,,,293647.38501564827,294060.29797066026,,242049.40398545976,236003.23519453505,338206.0898529273,375979.99368559645,245492.0715784554
08620,2010-04,358952.8601967913,358697.0724685346,,283223.46838813793,339471.2582503481,391648.1289041856,,,295120.7527457385,295475.08612393815,,240524.3366132997,236597.9518672196,340742.2638402645,381039.0478394027,246480.05433046626
08620,2010-05,359369.30677967495,359107.9067190034,,281949.4518634228,340233.79019561905,392021.914893547,,,295376.8422074418,295706.64524059923,,239404.5061790089,236317.76859195423,342283.9370185108,385344.655352976,247311.5590222294
08620,2010-06,358055.47981271526,357805.597578136,,280002.2188328063,338967.3754439999,390846.802892066,,,292025.8661490104,292233.26014319545,,236708.9712243224,233363.685360889,340396.1874186814,382796.3408227431,243492.44244670257
08620,2010-07,354451.509341162,354223.5923478765,,276495.1346818741,335241.8616876256,387334.3299113428,,,286071.5513714597,286199.7946583359,,231262.37106819396,229041.0996882966,334542.61225105065,372552.45647122635,238235.49284895466
08620,2010-08,351739.72098188155,351523.86989418697,,274808.3205161393,332193.2695216263,385059.9773357049,,,280130.4865084326,280187.41328759986,,225718.72804718354,224827.59358737594,327766.13385233004,363108.3503119034,232828.8413753356
08620,2010-09,348420.73619266995,348195.96756997897,,272397.7061413799,328669.91265535785,382298.874021656,,,275821.26212805853,275873.17158335814,,220592.6787497145,221886.85127260518,322697.19678114424,356089.0906384473,229317.79077701474
08620,2010-10,344009.05421186885,343777.08374812204,,269229.87658408086,324239.93891620066,378176.9450875711,,,270719.69322392007,270801.48369230755,,216595.22761887976,218156.12827044548,316107.6465882339,349566.8336934324,225101.67190061175
08620,2010-11,339151.390417815,338917.2751948551,,264796.4565740605,319425.83198231354,373765.9513734008,,,263078.1738873864,263150.28660076816,,210434.08387255046,212407.89805746492,307331.5930369132,338430.70817772526,218021.36620587233
08620,2010-12,334025.1290054103,333799.07433572365,,260287.52019264596,314515.4929502165,368463.35834591696,,,254925.17652972633,255074.54656293232,,205466.4168110024,205997.4004170356,297395.1415253909,326708.5888944529,212521.31629637897
08620,2011-01,328626.04273306456,328415.3615820587,,254502.07187582692,309074.8614320373,363178.16248470155,,,247230.3153147892,247533.8439258257,,200898.9003145709,200034.0648861607,288755.0350445012,316312.2380774715,209290.60597218192
08620,2001-01,263464.32504294073,263259.377394123,,209101.56296054836,238276.02337411253,298919.0800341736,,,258023.89043875347,258519.21109193075,,253969.79264854864,210371.67083866743,263045.50050283264,318894.94105234393,220833.57723646486
08620,2001-02,264143.0149464338,263949.1601467064,,209414.0189324302,239004.95774272687,299666.97591497976,,,258363.57400722522,258877.2199487025,,252649.11220389893,210638.9666765346,263677.6102536653,319148.59741852205,221382.47378864384
08620,2001-03,265662.8143851818,265480.3876166056,,210532.00151275628,240637.21529024467,301307.02801520587,,,258059.7434251669,258599.24363203062,,251706.05942123706,210186.82976181025,263088.51729567617,318317.247360334,221517.43938322848
