PLAT,LotCoverage
R11075,16.5
R11077,21.5
R11079,21.6
R11081,95.6
R11083,7.1
R11086,23.3
R11091,27.8
R11096,96.2
R11100,39.0
R11102,30.7
R11104,22.4
R11105,22.3
R11106,16.1
R11110,22.6
R11112,21.3
R11113,17.8
R11114,96.3
R11115,17.6
R11118,8.7
R11119,8.7
R11120,5.5
R11122,87.4
R11123,23.3
R11127,19.5
R11129,25.9
R11136,24.9
R11141,22.4
R11142,21.2
R11145,15.7
R11147,8.6
R11148,3.9
R11153,30.7
R11156,14.5
R11157,8.4
R11158,10.0
R11159,57.8
R11160,26.1
R11162,19.0
R11163,23.1
R11165,77.5
R11166,22.0
R11169,96.3
R11173,20.6
R11179,11.1
R11182,23.9
R11183,21.4
R11188,24.7
R11189,8.3
R11190,26.0
R11191,24.8
R11192,21.8
R11194,22.8
R11201,11.6
R11202,94.1
R11204,18.9
R11206,80.4
R11211,27.1
R11212,26.2
R11216,26.2
R11218,17.0
R11220,95.7
R11233,68.0
R11243,6.4
R11245,93.1
R11246,100.1
R11247,87.9
R11251,6.2
R11252,24.0
R11254,5.1
R11257,31.3
R11260,22.3
R11263,16.5
R11267,15.0
R11270,50.5
R11271,21.1
R11272,92.9
R11274,19.7
R11276,27.1
R11277,20.5
R11281,18.5
R11284,26.0
R11286,29.3
R11287,95.6
R11289,62.9
R11291,24.9
R11293,14.7
R11294,8.3
R11295,7.7
R11297,20.4
R11299,88.0
R11301,18.5
R11304,16.8
R11305,21.1
R11306,21.4
R11307,28.5
R11309,28.4
R11310,87.6
R11311,6.4
R11316,99.1
R11317,11.7
R11320,13.9
R11322,95.9
R11324,5.8
R11325,12.4
R11329,21.5
R11333,12.5
R11336,7.6
R11339,4.1
R11340,22.8
R11342,23.4
R11345,19.3
R11346,6.2
R11347,85.8
R11350,21.3
R11351,20.5
R11356,32.3
R11361,29.7
R11363,24.5
R11364,21.2
R11372,58.4
R11374,33.2
R11376,13.8
R11378,5.7
R11379,9.6
R11382,54.4
R11386,10.9
R11387,99.7
R11390,51.3
R11397,26.8
R11398,15.8
R11399,23.0
R11403,23.1
R11404,20.8
R11407,26.6
R11415,24.4
R11420,99.7
R11421,93.3
R11422,13.6
R11431,82.4
R11432,24.4
R11434,86.7
R11436,8.4
R11439,10.2
R11444,52.9
R11455,22.3
R11456,23.2
R11457,22.9
R11458,79.0
R11459,15.7
R11461,11.1
R11463,24.6
R11464,22.1
R11468,24.6
R11469,8.9
R11485,19.6
R11486,34.3
R11487,24.8
R11489,20.9
R11491,86.2
R11492,13.6
R11495,78.6
R11496,20.5
R11499,23.6
R11500,22.6
R11502,63.4
R11503,29.9
R11504,23.0
R11505,21.1
R11506,89.5
R11507,13.5
R11510,13.2
R11514,34.4
R11516,8.3
R11520,10.2
R11527,23.8
R11529,26.1
R11531,16.7
R11534,6.8
R11537,23.3
R11542,107.0
R11551,22.9
R11554,23.7
R11558,76.3
R11561,8.0
R11564,85.4
R11565,8.0
R11567,21.4
R11571,24.2
R11576,19.2
R11577,13.9
R11578,25.1
R11579,48.8
R11581,18.3
R11582,21.6
R11584,8.9
R11585,56.4
R11590,91.2
R11592,23.2
R11602,74.2
R11603,29.7
R11606,10.1
R11612,20.3
R11613,8.6
R11614,87.4
R11621,23.1
R11623,23.9
R11624,25.0
R11625,28.2
R11626,24.2
R11629,67.5
R11630,39.4
R11631,8.6
R11632,7.8
R11633,8.2
R11634,15.7
R11638,120.3
R11640,21.9
R11643,22.9
R11646,9.1
R11647,13.2
R11648,85.1
R11650,99.9
R11651,9.6
R11654,60.9
R11655,35.4
R11658,22.1
R11661,23.3
R11669,156.2
R11671,85.8
R11673,6.7
R11674,11.6
R11677,21.3
R11678,24.9
R11679,23.0
R11680,21.5
R11682,8.6
R11684,38.8
R11687,21.2
R11688,5.8
R11689,10.2
R11695,16.4
R11702,19.2
R11708,26.6
R11709,74.4
R11710,84.0
R11716,98.3
R11718,9.5
R11720,10.7
R11723,9.4
R11725,30.1
R11728,98.9
R11729,6.6
R11731,21.1
R11733,33.8
R11734,33.2
R11735,22.6
R11739,14.9
R11740,16.8
R11741,22.6
R11742,10.3
R11745,29.8
R11746,115.9
R11747,100.0
R11750,63.6
R11751,14.4
R11756,51.6
R11758,12.9
R11760,33.8
R11764,8.1
R11769,24.4
R11771,17.6
R11774,58.4
R11775,115.9
R11776,20.1
R11777,100.5
R11778,27.4
R11779,24.6
R11781,10.8
R11782,6.1
R11786,21.1
R11787,26.6
R11788,11.8
R11794,19.1
R11797,95.0
R11798,7.3
R11799,15.2
R11800,73.3
R11802,24.0
R11803,24.3
R11814,66.0
R11816,5.0
R11818,25.0
R11820,20.4
R11821,8.7
R11823,27.4
R11825,10.1
R11828,18.6
R11829,67.0
R11831,10.2
R11832,8.4
R11833,9.7
R11834,104.7
R11837,27.8
R11838,39.1
R11841,14.3
R11846,27.2
R11847,35.0
R11849,24.4
R11850,27.2
R11851,10.3
R11852,50.5
R11856,37.8
R11857,52.4
R11859,99.7
R11866,15.0
R11867,6.9
R11868,33.2
R11870,23.1
R11874,23.0
R11875,29.9
R11877,30.1
R11878,25.3
R11879,25.6
R11882,17.1
R11884,82.3
R11885,14.2
R11887,22.6
R11891,19.9
R11893,20.8
R11900,24.6
R11907,45.4
R11910,12.3
R11913,26.3
R11914,15.1
R11921,5.2
R11922,19.5
R11926,5.6
R11929,20.0
R11933,7.2
R11935,34.9
R11936,34.9
R11939,14.8
R11943,26.7
R11944,16.7
R11949,12.3
R11952,95.0
R11953,99.5
R11954,99.5
R11957,21.6
R11958,118.3
R11959,25.8
R11969,20.8
R11973,5.3
R11975,37.5
R11980,19.8
R11983,8.6
R11985,24.5
R11988,99.2
R11990,100.3
R11995,21.9
R11997,26.1
R12001,35.0
R12002,41.8
R12003,27.0
R12004,29.7
R12009,9.3
R12014,21.3
R12021,23.4
R12023,81.5
R12024,22.9
R12025,24.3
R12035,25.1
R12036,71.6
R12037,30.6
R12041,23.6
R12044,32.6
R12046,14.2
R12047,58.3
R12048,33.1
R12052,22.3
R12060,26.3
R12061,17.1
R12065,17.9
R12069,7.6
R12071,29.5
R12072,25.8
R12075,17.8
R12076,39.7
R12078,23.5
R12081,8.7
R12085,100.2
R12086,96.9
R12087,18.8
R12089,12.2
R12091,8.6
R12092,31.1
R12094,5.2
R12095,7.2
R12098,23.9
R12099,74.9
R12106,80.4
R12107,8.0
R12110,24.0
R12111,6.1
R12113,32.7
R12117,29.6
R12118,90.5
R12122,86.0
R12126,18.3
R12128,60.5
R12130,72.5
R12131,66.4
R12133,21.2
R12135,9.3
R12136,21.6
R12137,28.6
R12138,28.3
R12139,24.4
R12140,100.7
R12141,31.2
R12142,20.6
R12144,26.1
R12149,34.1
R12156,83.4
R12160,76.8
R12162,29.0
R12172,84.6
R12174,10.0
R12181,9.7
R12182,14.3
R12183,38.2
R12184,16.3
R12185,80.4
R12187,59.1
R12189,14.4
R12190,25.2
R12191,100.7
R12200,31.5
R12206,74.4
R12207,23.7
R12208,21.8
R12210,23.9
R12211,28.8
R12212,27.2
R12217,23.6
R12219,73.6
R12220,19.7
R12221,22.5
R12222,28.2
R12224,116.7
R12226,101.3
R12228,26.9
R12230,24.7
R12232,8.0
R12233,21.2
R12234,13.4
R12236,23.9
R12238,21.1
R12245,96.0
R12249,24.2
R12250,77.7
R12252,17.4
R12255,7.2
R12256,7.4
R12258,101.1
R12265,29.6
R12266,12.5
R12267,24.4
R12269,11.4
R12271,28.0
R12272,42.1
R12274,15.6
R12275,93.8
R12278,80.3
R12280,14.1
R12285,77.6
R12288,33.1
R12289,19.7
R12291,18.8
R12293,27.4
R12298,25.3
R12299,27.5
R12300,91.9
R12304,25.4
R12306,18.6
R12308,26.1
R12310,56.5
R12313,24.5
R12315,30.3
R12324,14.4
R12326,19.6
R12327,21.8
R12328,34.1
R12329,9.0
R12330,74.7
R12334,22.5
R12336,31.4
R12339,31.2
R12341,23.4
R12345,111.4
R12346,29.6
R12349,19.2
R12350,43.0
R12351,25.7
R12354,28.3
R12355,16.0
R12358,20.0
R12359,99.3
R12360,86.8
R12364,58.7
R12368,17.7
R12369,16.2
R12371,17.0
R12372,7.2
R12374,24.8
R12378,13.2
R12395,95.4
R12396,23.0
R12397,99.5
R12410,110.5
R12411,64.3
R12412,33.0
R12414,26.0
R12420,24.0
R12422,28.4
R12424,7.6
R12428,28.4
R12432,25.1
R12433,25.9
R12436,15.2
R12437,13.6
R12438,18.2
R12441,30.3
R12448,4.3
R12451,13.9
R12453,39.8
R12460,24.5
R12461,18.9
R12464,27.8
R12465,31.4
R12477,120.6
R12480,20.4
R12481,6.2
R12482,23.0
R12491,8.5
R12496,9.5
R12497,6.5
R12499,80.7
R12503,145.4
R12511,11.7
R12519,24.7
R12520,100.0
R12521,62.8
R12527,31.2
R12533,76.2
R12549,16.3
R12553,43.6
R12560,32.5
R12563,99.2
R12564,13.2
R12568,20.4
R12582,142.1
R12583,22.8
R12585,20.6
R12587,15.9
R12591,25.0
R12592,26.4
R12596,20.0
R12597,39.4
R12600,12.0
R12605,9.4
R12607,7.3
R12608,100.1
R12611,23.4
R12625,27.0
R12627,11.3
R12628,20.5
R12632,11.7
R12640,24.2
R12644,23.9
R12649,16.1
R12652,29.8
R12654,96.0
R12655,9.0
R12656,23.4
R12658,20.3
R12660,49.6
R12661,23.7
R12668,22.0
R12672,24.1
R12682,31.7
R12687,20.6
R12691,99.8
R12701,6.5
R12707,26.6
R12708,29.7
R12715,28.2
R12720,89.7
R12721,34.3
R12731,21.1
R12732,17.1
R12745,20.9
R12746,31.2
R12747,24.7
R12753,25.4
R12755,25.9
R12759,7.3
R12760,27.6
R12770,6.0
R12773,5.6
R12779,14.6
R12785,28.5
R12788,19.3
R12799,10.1
R12801,31.4
R12822,99.5
R12823,24.4
R12833,6.1
R12837,21.2
R12838,16.2
R12841,28.8
R12848,9.7
R12849,5.9
R12850,6.1
R12857,5.4
R12861,67.6
R12865,5.2
R12873,46.8
R12876,18.8
R12880,29.5
R12891,13.2
R12897,6.5
R12898,9.3
R12899,13.6
R12917,28.9
R12927,38.0
R12928,34.5
R12934,29.8
R12942,11.6
R12949,24.9
R12951,24.7
R12956,71.6
R12962,39.6
R12963,22.2
R12971,7.1
R12985,5.1
R13001,28.2
R13003,9.1
R13010,42.4
R13013,25.5
R13014,21.5
R13016,5.6
R13025,51.8
R13027,43.1
R13032,25.5
R13046,67.5
R13054,11.2
R13060,15.9
R13062,10.5
R13068,21.0
R13069,19.7
R13070,52.0
R13071,106.2
R13077,18.3
R13079,100.5
R13088,27.8
R13090,8.6
R13092,28.4
R13094,23.6
R13105,39.0
R13107,9.4
R13109,30.4
R13111,47.0
R13112,52.5
R13114,18.7
R13115,31.0
R13116,22.6
R13118,23.5
R13119,56.4
R13121,99.5
R13123,2.6
R13124,32.8
R13130,42.9
R13131,19.9
R13133,28.4
R13137,5.9
R13138,9.3
R13141,11.5
R13148,9.7
R13152,21.7
R13154,21.4
R13155,21.5
R13165,48.5
R13166,14.6
R13167,28.9
R13169,24.0
R13173,34.6
R13183,28.3
R13185,38.2
R13187,28.4
R13191,53.8
R13194,8.5
R13198,23.3
R13199,45.3
R13202,100.0
R13204,26.0
R13210,9.8
R13212,36.0
R13214,22.6
R13218,85.6
R13219,24.6
R13220,26.7
R13224,42.3
R13228,11.5
R13229,22.6
R13234,52.6
R13237,13.2
R13242,25.5
R13243,6.0
R13246,8.4
R13247,22.9
R13253,31.1
R13254,29.2
R13255,33.4
R13258,52.1
R13261,27.5
R13262,31.4
R13263,31.5
R13264,25.4
R13266,31.2
R13273,26.0
R13274,25.8
R13279,9.4
R13282,18.4
R13283,19.2
R13284,24.0
R13285,26.2
R13290,23.2
R13294,30.0
R13298,23.1
R13301,7.3
R13305,99.3
R13306,99.5
R13307,35.4
R13312,19.7
R13313,27.9
R13315,30.0
R13316,45.0
R13319,21.8
R13320,18.3
R13321,33.9
R13327,29.1
R13329,29.0
R13331,34.0
R13333,26.0
R13334,52.2
R13338,31.0
R13342,22.3
R13351,18.0
R13353,8.0
R13355,29.6
R13365,16.7
R13366,27.8
R13367,33.4
R13373,28.3
R13374,25.1
R13375,24.3
R13377,93.4
R13378,95.6
R13380,25.1
R13381,35.3
R13383,28.6
R13386,29.6
R13388,51.6
R13389,23.5
R13394,33.1
R13396,26.0
R13397,28.5
R13401,26.5
R13402,27.2
R13403,11.0
R13404,42.8
R13409,24.4
R13410,89.3
R13412,29.0
R13418,14.4
R13419,9.8
R13422,31.7
R13431,28.3
R13439,28.6
R13441,30.7
R13442,54.0
R13443,22.4
R13447,9.4
R13450,60.0
R13467,23.3
R13468,33.5
R13470,25.7
R13471,28.5
R13472,31.3
R13473,31.0
R13474,29.2
R13475,29.3
R13477,90.9
R13478,96.0
R13479,44.6
R13486,26.2
R13489,30.3
R13492,9.9
R13493,27.7
R13496,25.7
R13497,28.7
R13503,48.0
R13511,24.0
R13512,31.0
R13514,71.1
R13518,20.7
R13520,31.0
R13522,50.5
R13526,9.5
R13527,17.2
R13528,12.6
R13530,34.7
R13535,7.7
R13536,99.5
R13539,24.2
R13541,23.8
R13542,30.8
R13543,28.2
R13546,25.2
R13547,45.3
R13548,18.6
R13556,5.5
R13557,94.6
R13558,26.0
R13560,14.9
R13565,21.1
R13567,20.1
R13568,33.2
R13571,12.7
R13573,11.6
R13574,27.9
R13578,29.8
R13580,60.2
R13584,15.4
R13585,22.6
R13589,23.8
R13593,14.3
R13594,21.0
R13599,33.7
R13604,22.9
R13607,28.1
R13611,13.4
R13612,28.5
R13618,29.6
R13622,15.4
R13624,24.3
R13628,22.2
R13636,18.9
R13637,51.9
R13639,29.7
R13640,7.8
R13641,7.6
R13643,13.0
R13644,25.3
R13648,68.9
R13650,27.5
R13651,28.7
R13655,23.4
R13658,28.7
R13665,27.1
R13666,28.2
R13669,56.9
R13671,22.7
R13674,24.6
R13675,100.1
R13676,31.2
R13677,44.9
R13678,29.1
R13681,28.3
R13684,26.5
R13685,22.3
R13688,65.9
R13690,13.7
R13692,17.3
R13693,22.5
R13694,43.6
R13695,30.2
R13696,23.5
R13698,23.3
R13703,32.8
R13704,21.2
R13725,8.5
R13732,14.3
R13733,76.3
R13735,13.0
R13736,32.3
R13737,25.6
R13743,32.3
R13746,25.2
R13748,38.7
R13752,101.2
R13755,5.2
R13757,95.0
R13761,25.8
R13762,23.8
R13766,26.0
R13770,27.8
R13773,16.1
R13776,37.4
R13777,18.2
R13778,27.9
R13779,26.6
R13781,8.0
R13788,28.0
R13789,32.4
R13790,29.0
R13791,30.4
R13792,45.9
R13799,7.2
R13801,47.6
R13814,78.4
R13816,28.0
R13817,30.1
R13821,26.2
R13822,34.6
R13824,16.0
R13825,24.4
R13826,28.7
R13827,12.0
R13834,24.7
R13835,14.9
R13836,34.0
R13838,72.7
R13841,44.1
R13843,17.1
R13848,6.3
R13849,26.4
R13853,58.5
R13854,24.5
R13860,9.9
R13865,20.3
R13869,87.6
R13874,28.7
R13875,36.0
R13876,27.0
R13877,3.0
R13883,20.1
R13884,31.0
R13886,27.1
R13888,23.2
R13891,29.4
R13892,29.5
R13893,28.9
R13895,27.1
R13896,10.2
R13897,27.5
R13903,24.8
R13907,15.8
R13909,100.0
R13914,99.8
R13916,24.2
R13921,98.9
R13922,25.4
R13931,34.6
R13933,9.0
R13934,33.7
R13937,29.6
R13938,49.5
R13940,92.0
R13941,30.1
R13942,97.4
R13946,32.9
R13947,17.5
R13951,28.8
R13954,19.9
R13966,25.4
R13970,14.9
R13971,34.0
R13972,24.6
R13973,15.4
R13975,44.1
R13976,30.1
R13977,22.6
R13983,10.5
R13987,29.7
R13989,7.7
R13990,45.8
R13993,9.1
R13999,95.6
R14003,13.6
R14004,26.7
R14005,25.0
R14014,19.1
R14024,23.3
R14028,100.8
R14034,57.4
R14035,35.2
R14036,32.8
R14037,28.5
R14041,27.9
R14049,29.9
R14051,40.6
R14056,61.2
R14059,36.1
R14065,32.6
R14073,54.8
R14083,25.7
R14086,28.8
R14087,29.6
R14089,5.2
R14090,3.4
R14092,22.9
R14094,5.4
R14095,17.1
R14096,33.3
R14097,25.6
R14100,8.0
R14101,26.7
R14103,27.8
R14104,22.4
R14106,29.6
R14107,21.8
R14108,29.5
R14112,25.3
R14113,34.3
R14114,47.9
R14117,30.7
R14122,36.1
R14126,48.0
R14130,28.2
R14132,28.4
R14135,38.5
R14139,16.7
R14141,37.1
R14142,28.2
R14146,54.1
R14148,44.0
R14149,25.3
R14150,25.2
R14156,26.0
R14157,28.2
R14158,77.1
R14160,28.5
R14161,30.7
R14163,24.9
R14168,38.3
R14171,36.9
R14174,44.4
R14176,30.5
R14178,34.2
R14179,26.7
R14182,150.5
R14186,33.0
R14187,29.7
R14191,31.7
R14194,32.3
R14195,33.6
R14200,29.9
R14204,27.2
R14205,26.2
R14209,28.8
R14214,99.4
R14223,100.5
R14224,23.5
R14225,4.8
R14226,7.3
R14227,7.5
R14230,100.9
R14232,29.1
R14235,28.0
R14237,67.2
R14240,16.7
R14242,25.2
R14245,11.2
R14247,43.4
R14249,24.1
R14251,20.3
R14255,86.1
R14257,63.1
R14258,48.7
R14263,30.8
R14265,27.6
R14268,54.9
R14278,26.1
R14285,33.7
R14287,22.9
R14288,24.3
R14289,43.3
R14290,14.1
R14295,32.0
R14308,31.0
R14309,32.8
R14313,54.2
R14317,35.8
R14318,36.9
R14319,43.8
R14320,46.2
R14321,37.6
R14323,30.7
R14330,30.5
R14337,25.3
R14349,61.1
R14352,49.7
R14353,100.0
R14360,43.1
R14362,29.3
R14364,25.1
R14365,28.1
R14366,48.1
R14367,32.6
R14368,32.6
R14372,29.4
R14374,25.2
R14382,25.2
R14386,15.5
R14388,17.4
R14389,29.3
R14390,30.6
R14391,31.2
R14392,30.9
R14403,14.9
R14409,27.4
R14413,22.6
R14414,25.7
R14415,23.7
R14422,33.7
R14423,19.2
R14427,27.1
R14429,39.1
R14433,18.2
R14436,9.7
R14439,61.5
R14440,24.0
R14442,25.9
R14461,27.5
R14462,26.5
R14464,26.7
R14474,23.8
R14475,11.6
R14478,42.0
R14482,6.9
R14484,25.5
R14485,23.0
R14486,31.7
R14488,34.1
R14495,29.9
R14503,24.0
R14513,8.2
R14514,28.8
R14516,32.3
R14518,20.2
R14519,58.8
R14523,18.2
R14528,73.7
R14529,60.9
R14533,36.9
R14534,29.7
R14540,22.9
R14541,24.4
R14543,27.3
R14546,53.8
R14547,52.4
R14551,38.6
R14553,31.1
R14558,28.2
R14559,20.4
R14560,32.8
R14563,20.5
R14567,49.9
R14575,69.3
R14577,37.8
R14582,6.3
R14583,22.6
R14587,50.4
R14589,28.8
R14592,22.9
R14594,29.8
R14598,29.7
R14600,27.5
R14602,11.8
R14603,27.8
R14606,100.0
R14607,37.7
R14608,29.4
R14609,30.6
R14610,30.3
R14611,73.6
R14615,7.5
R14622,39.2
R14623,44.2
R14625,44.0
R14630,24.3
R14635,16.2
R14636,35.8
R14638,70.0
R14647,61.2
R14651,33.3
R14652,32.5
R14661,31.9
R14663,23.9
R14669,26.6
R14670,47.9
R14673,10.9
R14674,30.0
R14675,8.2
R14677,29.3
R14678,28.1
R14680,75.5
R14684,37.1
R14692,6.6
R14694,42.0
R14696,35.7
R14705,14.3
R14710,9.9
R14713,63.2
R14723,25.4
R14724,29.2
R14732,24.0
R14733,28.6
R14734,28.3
R14739,23.1
R14748,31.1
R14750,22.6
R14751,16.3
R14758,39.6
R14761,6.3
R14762,25.7
R14765,49.6
R14767,38.2
R14769,28.9
R14770,25.7
R14773,25.4
R14776,30.9
R14777,29.3
R14782,40.1
R14785,25.3
R14787,51.5
R14789,13.2
R14791,27.5
R14795,32.0
R14796,14.4
R14798,32.6
R14799,46.5
R14807,27.2
R14808,13.0
R14809,26.8
R14812,6.8
R14813,54.9
R14815,19.8
R14819,63.3
R14825,68.8
R14834,7.1
R14835,21.9
R14843,6.7
R14846,22.2
R14847,25.7
R14862,37.0
R14863,36.4
R14869,31.4
R14870,30.5
R14879,25.5
R14880,31.9
R14881,81.4
R14883,7.7
R14886,19.0
R14887,24.8
R14888,77.1
R14892,26.2
R14896,25.2
R14898,25.3
R14909,37.7
R14915,6.6
R14921,36.0
R14929,35.6
R14935,36.5
R14936,29.6
R14939,42.2
R14940,38.4
R14941,28.4
R14947,22.6
R14950,54.3
R14958,26.9
R14971,31.3
R14972,41.0
R14981,21.9
R14992,43.9
R15001,25.1
R15024,28.8
R15028,29.0
R15036,19.2
R15040,29.8
R15057,48.7
R15058,28.4
R15066,42.8
R15070,29.3
R15083,29.8
R15087,29.9
R15093,35.0
R15106,46.4
R15119,19.0
R15137,21.9
R15148,5.0
R15152,24.2
R15154,33.8
R15169,83.5
R15183,6.5
R15199,20.2
R15215,28.0
R15245,7.1
R15257,46.8
R15267,13.1
R15268,18.8
R15278,22.0
